model,estimate,std_error
1,1,2.44782118631633e-17
2,1,2.54959136114939e-17
3,1,4.38462559450511e-17
1,1,2.77497991429424e-17
2,1,6.09128497564196e-18
3,1,1.18458836892386e-17
1,1,9.03997423033795e-18
2,1,2.11431171456205e-17
3,1,2.16729846196578e-17
1,1,7.05040610100182e-18
2,1,5.44033600100112e-17
3,1,1.53386603370334e-16
1,1,8.67052826446097e-18
2,1,1.08283489683574e-17
3,1,2.53057476666152e-17
1,1,4.59509344855551e-17
2,1,9.97643433224671e-18
3,1,1.41315298853007e-17
1,1,1.49564056443548e-17
2,1,1.44325496115954e-17
3,1,1.48287207411177e-17
1,1,8.38388739281199e-18
2,1,2.60823653627161e-17
3,1,3.77523066176907e-17
1,1,8.75460461065673e-17
2,1,3.37070443995398e-17
3,1,4.75257239932066e-17
1,1,2.60580928491648e-17
2,1,6.18352221384336e-18
3,1,9.99187720768991e-18
1,1,2.30479294630474e-17
2,1,2.33434601648559e-17
3,1,2.4723872764686e-17
1,1,2.58799963759126e-17
2,1,6.46030623140517e-18
3,1,8.2132691272609e-18
1,1,2.75162584378567e-17
2,1,1.85436032268852e-17
3,1,3.02695299741735e-17
1,1,1.17742860468998e-17
2,1,1.86067715212268e-17
3,1,2.00473116373191e-17
1,1,5.21181151479134e-17
2,1,2.00680310213312e-17
3,1,8.41844717877661e-17
1,1,4.30941605611792e-17
2,1,6.13315012851902e-18
3,1,6.20895789945026e-18
1,1,8.17876726555884e-18
2,1,1.76477777380366e-17
3,1,3.28951812190256e-17
1,1,3.42891736548528e-17
2,1,1.6982532229169e-17
3,1,1.85110268543031e-17
1,1,3.78966005457896e-17
2,1,2.27337874770654e-17
3,1,2.31307890036141e-17
1,1,8.96459190066997e-18
2,1,1.27429203901632e-17
3,1,2.85089891736814e-17
1,1,2.44896110273501e-17
2,1,1.24120308147325e-17
3,1,1.8120795420451e-17
1,1,2.19315379455953e-17
2,1,2.14212816172674e-17
3,1,2.97082063675282e-17
1,1,3.75196782315856e-17
2,1,2.14249948486091e-17
3,1,3.22141762915966e-17
1,1,4.21360028784552e-18
2,1,1.69135654221751e-17
3,1,1.90704059520703e-17
1,1,2.25269092369765e-17
2,1,8.70273196631925e-18
3,1,1.17632124559882e-17
1,1,6.32711902416768e-17
2,1,5.32192028938099e-17
3,1,6.16320744312374e-17
1,1,1.53603436927886e-17
2,1,2.94468083018468e-17
3,1,5.21431985201946e-17
1,1,1.77956031512214e-17
2,1,3.7565388741289e-17
3,1,7.3080366711002e-17
1,1,2.00378397134304e-17
2,1,6.40409708193517e-17
3,1,9.66348696625765e-17
1,1,1.02120515423743e-17
2,1,8.47191338229736e-18
3,1,2.03380496207234e-17
1,1,7.48000252566549e-17
2,1,5.73657282350503e-18
3,1,6.07619975539408e-18
1,1,1.41136354085057e-17
2,1,1.92287291282383e-17
3,1,6.57775859936143e-17
1,1,6.5705022111261e-18
2,1,1.99830117229315e-17
3,1,4.80722670175051e-17
1,1,1.16871281114574e-17
2,1,1.5179172509623e-17
3,1,2.10691291289895e-17
1,1,6.16965979933149e-17
2,1,6.36234726801675e-17
3,1,7.6701151631172e-17
1,1,2.26986572670056e-17
2,1,2.76801044634926e-17
3,1,3.3611969702868e-17
1,1,7.3969536575033e-18
2,1,4.47788192229589e-18
3,1,6.69945957362007e-18
1,1,5.355820805177e-17
2,1,8.20494148841821e-18
3,1,1.31503092065701e-17
1,1,1.11521955445253e-17
2,1,4.8906123881517e-17
3,1,1.17336198693531e-16
1,1,7.31291347516608e-17
2,1,4.1475076180845e-17
3,1,8.41985566205593e-17
1,1,2.62138466046161e-17
2,1,1.72992753527317e-17
3,1,2.97348984402897e-17
1,1,3.03221914651979e-17
2,1,3.71526759149472e-17
3,1,3.7032570740589e-17
1,1,6.72171169917408e-17
2,1,4.57533039175483e-17
3,1,5.15775829418611e-17
1,1,1.82785125352496e-17
2,1,1.279149749563e-17
3,1,2.58701549282191e-17
1,1,4.40887812258834e-18
2,1,2.33139541923851e-17
3,1,2.4378445292836e-17
1,1,9.76329191165022e-18
2,1,2.610434584227e-17
3,1,2.67246058537887e-17
1,1,3.74027669013518e-17
2,1,3.95519744918299e-17
3,1,4.82198659825023e-17
1,1,3.16655754129017e-17
2,1,1.80343379927918e-17
3,1,3.30145490870078e-17
1,1,1.97559184230775e-17
2,1,8.88603241210604e-18
3,1,1.30807667517492e-17
1,1,9.51989738161859e-18
2,1,4.71553841931375e-17
3,1,1.44413319621383e-16
1,1,2.06982523465282e-17
2,1,1.63210962848096e-17
3,1,3.97893327740674e-17
1,1,5.8642646853659e-17
2,1,9.06144265655868e-17
3,1,9.00352481588682e-17
1,1,5.15222181460957e-17
2,1,5.01073873492079e-18
3,1,5.16557624456046e-18
1,1,1.95277410780491e-17
2,1,4.31483399182331e-17
3,1,5.54648273187523e-17
1,1,4.89789494486029e-17
2,1,3.11463225090388e-17
3,1,5.426278532091e-17
1,1,4.72914302357433e-17
2,1,2.79807106889081e-17
3,1,2.85380241294569e-17
1,1,2.99153273895135e-17
2,1,3.70434829182288e-17
3,1,1.39423476210323e-16
1,1,9.78667474197067e-18
2,1,5.30595369622817e-17
3,1,5.66920136923442e-17
1,1,6.41596830857195e-17
2,1,3.65518903652263e-17
3,1,4.53061847696283e-17
1,1,2.02251150511858e-17
2,1,5.75917019425159e-17
3,1,8.12630829870149e-17
1,1,5.61414000262217e-17
2,1,7.08921757868786e-17
3,1,8.92611011625303e-17
1,1,9.30192840788786e-18
2,1,4.26509358525339e-17
3,1,8.5461060363392e-17
1,1,8.18442570739226e-18
2,1,8.71515718140063e-17
3,1,1.40365065091361e-16
1,1,9.53417569235246e-18
2,1,5.37186976764489e-17
3,1,7.84579742681175e-17
1,1,5.8573523825953e-18
2,1,1.53311577624152e-17
3,1,1.53755133166396e-17
1,1,5.1116815229015e-17
2,1,2.26955866434142e-17
3,1,2.39552443992777e-17
1,1,4.34592578626391e-17
2,1,1.0236719108817e-16
3,1,1.21241919778688e-16
1,1,2.87598065685674e-17
2,1,1.82993328749009e-17
3,1,1.96786602227177e-17
1,1,4.2417357900096e-17
2,1,6.66028860035216e-18
3,1,1.97681811658946e-17
1,1,8.99100124204802e-19
2,1,1.54012588627509e-17
3,1,1.78593750227806e-17
1,1,6.95979379808006e-17
2,1,3.0407111181725e-17
3,1,4.71584838962188e-17
1,1,4.97540105901437e-17
2,1,3.05567080862337e-17
3,1,7.60511350045664e-17
1,1,3.71542413729057e-18
2,1,2.253244369223e-17
3,1,6.79779414637661e-17
1,1,5.56597513115047e-18
2,1,3.2227872983857e-17
3,1,3.20979424487403e-17
1,1,6.04817629793752e-17
2,1,3.8593715563459e-17
3,1,5.14220513231739e-17
1,1,2.63575714010307e-17
2,1,4.8018393269747e-17
3,1,6.11078160774244e-17
1,1,2.61127872544693e-17
2,1,2.04701850927032e-17
3,1,2.46142370427548e-17
1,1,3.85048301636116e-17
2,1,2.56962731444989e-17
3,1,4.22599954912329e-17
1,1,3.43183367045974e-17
2,1,1.94849839091638e-17
3,1,8.36175761092588e-17
1,1,6.23859439493847e-17
2,1,2.93608258489732e-17
3,1,3.04199581559054e-17
1,1,3.62657355808914e-17
2,1,1.01647092076498e-17
3,1,2.49478057734366e-17
1,1,2.35365501614882e-17
2,1,1.46657778155263e-17
3,1,3.13284677239693e-17
1,1,3.81125927357501e-17
2,1,6.27249881865276e-17
3,1,2.26959656194105e-16
1,1,7.22603388342945e-17
2,1,2.61481835192062e-17
3,1,7.57805486054854e-17
1,1,2.14598115356982e-17
2,1,4.52053501066036e-17
3,1,1.40306168551905e-16
1,1,4.02101817996766e-17
2,1,6.06648880634944e-17
3,1,6.11879563704376e-17
1,1,1.73678319773817e-17
2,1,2.17637684959364e-17
3,1,2.83801791634028e-17
1,1,7.5031227029502e-17
2,1,5.28428544630429e-18
3,1,5.73643624106088e-18
1,1,2.48281621967181e-17
2,1,6.07645534192887e-18
3,1,6.49528181949461e-18
1,1,4.58746019821927e-17
2,1,1.11145097460221e-17
3,1,1.44706592749147e-17
1,1,5.02133033761657e-17
2,1,3.57220030940486e-17
3,1,5.20754122193557e-17
1,1,3.69726859944112e-17
2,1,3.89932035787604e-18
3,1,4.5169138630485e-18
1,1,2.68350249860838e-17
2,1,1.83094554232442e-17
3,1,2.18492207241401e-17
1,1,1.95631019277217e-17
2,1,3.38849118408891e-17
3,1,9.459319029412e-17
1,1,8.23017327527288e-17
2,1,4.73036757494033e-17
3,1,4.9550488873317e-17
1,1,3.95619703647327e-17
2,1,8.69740407941278e-18
3,1,9.93910131463142e-18
1,1,3.56690120897694e-17
2,1,4.41795433121274e-18
3,1,5.93397133598169e-18
1,1,2.44835289802006e-17
2,1,1.06621986753717e-17
3,1,1.06762371112809e-17
1,1,5.28079988612838e-17
2,1,4.45071508934122e-17
3,1,7.78687059877222e-17
1,1,4.44388508625789e-17
2,1,4.44070803726452e-17
3,1,4.78979902517267e-17
1,1,2.0833863302941e-17
2,1,4.14233201270943e-18
3,1,4.16455918384166e-18
1,1,4.5393414888545e-17
2,1,9.62697477886329e-18
3,1,1.53496271019607e-17
1,1,3.38814490406763e-17
2,1,2.34605191021724e-17
3,1,2.46828558036015e-17
1,1,2.32217621563155e-17
2,1,7.45627658385325e-17
3,1,7.61838485116142e-17
1,1,3.06025803385519e-17
2,1,2.19242344606653e-17
3,1,3.25032601065833e-17
1,1,1.81156015493626e-17
2,1,5.44627948307024e-17
3,1,7.92737233915992e-17
1,1,4.98051889396451e-17
2,1,1.37522386158468e-17
3,1,1.61583296546098e-17
1,1,1.20684148950827e-17
2,1,2.02205016978061e-17
3,1,4.13023002218388e-17
1,1,2.60958802781547e-17
2,1,6.91852153800104e-17
3,1,7.82208197085366e-17
1,1,4.6837074093458e-18
2,1,8.6580906341536e-18
3,1,1.60432190556713e-17
1,1,3.10654862580622e-17
2,1,4.95140558473625e-17
3,1,7.80758104083836e-17
1,1,8.35850025268316e-18
2,1,5.14135093465189e-17
3,1,6.50862398385586e-17
1,1,1.00453759955665e-16
2,1,3.51069026872682e-17
3,1,3.98748712461597e-17
1,1,1.25728332401377e-17
2,1,7.20669465120513e-17
3,1,1.23806984030256e-16
1,1,3.2580789928028e-17
2,1,2.9320937724396e-17
3,1,6.05321530319764e-17
1,1,4.09055689667632e-17
2,1,7.35946928741692e-17
3,1,7.70765165590353e-17
1,1,3.78196098697112e-17
2,1,1.70726871692783e-17
3,1,2.53349779646922e-17
1,1,9.94298014801755e-18
2,1,8.57485357087056e-18
3,1,1.32896338215855e-17
1,1,2.97971998505386e-17
2,1,2.5360234200007e-17
3,1,2.6818987469274e-17
1,1,1.21346177241227e-17
2,1,7.38766927022919e-18
3,1,8.00352764991713e-18
1,1,4.85954950679604e-17
2,1,4.93323844586041e-17
3,1,5.62220005976112e-17
1,1,6.36293215227561e-17
2,1,1.08142426670364e-17
3,1,2.96511965660689e-17
1,1,2.28165709987763e-17
2,1,9.96828709424836e-18
3,1,1.15876959170552e-17
1,1,2.01980005010865e-17
2,1,1.47765305430196e-17
3,1,1.48079617333708e-17
1,1,3.52135177471815e-17
2,1,3.887008858484e-17
3,1,3.92510122570657e-17
1,1,2.0458043824715e-17
2,1,3.93633462725045e-17
3,1,6.97266506190648e-17
1,1,3.83728315644504e-17
2,1,5.15215758723769e-18
3,1,5.17020443359111e-18
1,1,2.12429453625767e-17
2,1,2.33128639932613e-18
3,1,4.41541367300052e-18
1,1,2.22272877863568e-17
2,1,1.89670140954935e-17
3,1,1.92786711306283e-17
1,1,5.89971708861537e-17
2,1,1.73400494306468e-17
3,1,1.75876062794831e-17
1,1,5.54369050391981e-17
2,1,6.15113809683275e-17
3,1,2.00672112455699e-16
1,1,4.83957860178709e-18
2,1,6.26497875047777e-17
3,1,6.38910213039113e-17
1,1,5.84037835483045e-17
2,1,2.06256950841617e-17
3,1,4.02542872157996e-17
1,1,4.68969485551795e-17
2,1,9.26676681652225e-18
3,1,1.85653915299471e-17
1,1,2.33561958784013e-17
2,1,3.84584585717067e-18
3,1,4.58283141090843e-18
1,1,5.52137756590423e-18
2,1,2.54606878554585e-17
3,1,6.09467522017514e-17
1,1,1.04436929933576e-17
2,1,3.9373174112897e-17
3,1,6.56695091964557e-17
1,1,2.96122319402658e-17
2,1,7.02892798369758e-17
3,1,8.58437824907158e-17
1,1,4.50199444347629e-17
2,1,4.50808486515541e-17
3,1,1.83380761103489e-16
1,1,4.54427826501296e-17
2,1,8.60120388634175e-17
3,1,8.96463115756208e-17
1,1,9.11562804815983e-18
2,1,4.84304483483272e-17
3,1,4.97784924181899e-17
1,1,4.5616981167884e-17
2,1,1.87984777777009e-17
3,1,1.8662787359867e-17
1,1,4.35936058464061e-17
2,1,7.54795407329474e-17
3,1,9.03221058145407e-17
1,1,4.04079376763407e-17
2,1,2.68941981862644e-17
3,1,3.43470393245346e-17
1,1,4.18830569048752e-17
2,1,4.9534113175655e-18
3,1,4.99543198332914e-18
1,1,9.5887359335948e-17
2,1,6.13936569841019e-17
3,1,6.30916838961785e-17
1,1,1.2646715882934e-17
2,1,1.2342103631224e-17
3,1,3.50851871082151e-17
1,1,1.33648671571018e-17
2,1,4.44650753703661e-17
3,1,5.68300383758062e-17
1,1,5.81018683025175e-18
2,1,9.61399772736142e-18
3,1,1.2199110515812e-17
1,1,1.60988988793849e-17
2,1,6.28011194710035e-17
3,1,7.01030372658123e-17
1,1,2.13110920873769e-17
2,1,4.03041234517786e-17
3,1,1.09337445674698e-16
1,1,1.20454671357487e-17
2,1,3.44483763810564e-17
3,1,3.49245962766355e-17
1,1,4.09490081185595e-17
2,1,5.84131252342333e-18
3,1,5.81047707502288e-18
1,1,2.33061472842924e-17
2,1,2.55080329042621e-17
3,1,3.05068747994196e-17
1,1,1.56837463277947e-17
2,1,4.69343189474822e-17
3,1,6.7625294503814e-17
1,1,2.2318516705359e-17
2,1,1.82742890604354e-17
3,1,3.96496916498131e-17
1,1,2.25163939376928e-17
2,1,2.44414105115164e-17
3,1,2.55891065734189e-17
1,1,4.81525482474117e-17
2,1,8.87802537208868e-17
3,1,1.0832967367339e-16
1,1,4.55280002836751e-17
2,1,4.51554333647291e-17
3,1,1.4497407190563e-16
1,1,5.830086429338e-18
2,1,6.14690951025629e-17
3,1,6.19148407306028e-17
1,1,3.83105514631461e-17
2,1,2.20996637587998e-17
3,1,2.29625920862147e-17
1,1,2.91320225066222e-17
2,1,1.98875653489599e-17
3,1,6.77922440907267e-17
1,1,2.16715373910446e-17
2,1,7.11068491455509e-18
3,1,9.47584113270563e-18
1,1,4.78353590475126e-17
2,1,8.95487417348053e-17
3,1,1.50319774836741e-16
1,1,2.81066221120435e-17
2,1,2.63806090142306e-17
3,1,2.71748205926323e-17
1,1,2.47885441781224e-17
2,1,6.43221546669027e-17
3,1,6.42960347578599e-17
1,1,6.99233292846772e-18
2,1,1.32568495703719e-17
3,1,2.86825318163571e-17
1,1,2.85306510036644e-17
2,1,4.48539534610788e-17
3,1,6.58383978883898e-17
1,1,2.16478794432106e-17
2,1,3.40471002164579e-17
3,1,5.39168787603804e-17
1,1,1.07148711658979e-17
2,1,5.64429801769782e-17
3,1,7.17744042880142e-17
1,1,3.1755315119081e-17
2,1,8.68135293666461e-17
3,1,1.13345329131049e-16
1,1,7.09416971505101e-17
2,1,1.54610343541317e-17
3,1,1.64061594588554e-17
1,1,2.01675381587006e-17
2,1,4.13309717274998e-17
3,1,9.88746069535811e-17
1,1,5.96803584819326e-18
2,1,2.98629496858589e-17
3,1,7.97450678838361e-17
1,1,1.84855221073835e-17
2,1,2.7516570172891e-17
3,1,4.96340414316872e-17
1,1,2.61783038781784e-17
2,1,5.36341947136991e-17
3,1,9.16634117509964e-17
1,1,7.48220215092099e-18
2,1,1.07460128563702e-17
3,1,1.2856842118536e-17
1,1,4.43536671774963e-17
2,1,2.27753868978559e-17
3,1,2.9331350961711e-17
1,1,4.58079998894448e-17
2,1,1.15033918114495e-17
3,1,1.97559913725087e-17
1,1,7.82295166310603e-18
2,1,1.33214629493638e-17
3,1,1.56288820238054e-17
1,1,5.14933857275588e-17
2,1,2.29952712873348e-17
3,1,3.14542208289633e-17
1,1,3.24830378996534e-17
2,1,1.14916465229487e-17
3,1,1.17880114869582e-17
1,1,5.42661793731794e-18
2,1,2.35185842917487e-17
3,1,2.34647561717596e-17
1,1,4.74942632197904e-18
2,1,5.67490253021632e-17
3,1,5.65262575053453e-17
1,1,9.91479077142195e-18
2,1,1.25830617851141e-17
3,1,1.99362100565492e-17
1,1,2.77906713154062e-17
2,1,4.05112723609803e-18
3,1,4.43941475211434e-18
1,1,2.44601618472417e-17
2,1,3.53115217159493e-17
3,1,7.31137913252306e-17
1,1,8.48521013224293e-17
2,1,2.43133141065582e-17
3,1,3.04977355145931e-17
1,1,4.08338210330733e-17
2,1,3.36960414977287e-17
3,1,3.85844322586594e-17
1,1,2.21815138239839e-17
2,1,4.4156615766613e-17
3,1,5.91712168886402e-17
1,1,2.51507356783675e-17
2,1,2.52730361478929e-17
3,1,4.20571043896325e-17
1,1,7.78366953496316e-18
2,1,6.16317703117598e-17
3,1,6.113659967624e-17
1,1,7.52884370918316e-17
2,1,4.30062101184201e-17
3,1,4.72696813937162e-17
1,1,4.08806463604497e-17
2,1,3.84996361182411e-18
3,1,4.08004806208112e-18
1,1,7.08603593806824e-18
2,1,1.00202893194009e-17
3,1,1.00651443873962e-17
1,1,2.91207884237858e-17
2,1,4.62198845197726e-17
3,1,6.26390943287655e-17
1,1,1.42985616916443e-17
2,1,3.8657261997949e-17
3,1,5.30231781063841e-17
1,1,2.69753428475161e-17
2,1,3.5997615760652e-18
3,1,5.44981328552349e-18
1,1,1.96545252538961e-17
2,1,1.90052669624824e-17
3,1,3.34388690406056e-17
1,1,5.09990783831001e-18
2,1,2.49495333643194e-17
3,1,4.50113097642973e-17
1,1,1.95097134471042e-17
2,1,6.28405243665039e-17
3,1,6.65247940892975e-17
1,1,1.46622121003778e-17
2,1,3.96148079230664e-17
3,1,3.98905692147427e-17
1,1,6.80770921675382e-17
2,1,1.72150158578302e-17
3,1,1.9523644647076e-17
1,1,6.18313312101965e-18
2,1,3.44669409688692e-17
3,1,8.08209138398278e-17
1,1,2.12977940106841e-17
2,1,1.98715403273595e-17
3,1,3.23594483876002e-17
1,1,7.47828585995693e-17
2,1,3.65851288191518e-17
3,1,6.02830268897708e-17
1,1,2.0261364167246e-17
2,1,2.50027684451928e-17
3,1,5.38044750208997e-17
1,1,6.65932234775226e-17
2,1,2.3923452483917e-17
3,1,2.73940869203417e-17
1,1,9.5324501801595e-18
2,1,1.20099377913776e-17
3,1,1.50512795785703e-17
1,1,2.10821504218175e-17
2,1,3.34878653722776e-17
3,1,3.83097850717262e-17
1,1,2.57295106718888e-17
2,1,1.76113981222192e-17
3,1,2.63731341335256e-17
1,1,6.8782635008599e-17
2,1,2.03300062151672e-17
3,1,4.25677113558436e-17
1,1,2.33126118897221e-17
2,1,4.25018003794237e-18
3,1,4.27474342692307e-18
1,1,9.18982709174121e-18
2,1,4.83500377742138e-17
3,1,7.20327038713672e-17
1,1,2.59912423531866e-17
2,1,2.28882093424539e-17
3,1,5.57446808862781e-17
1,1,4.61739844996439e-17
2,1,4.68896877482143e-17
3,1,6.56567945736049e-17
1,1,8.76152490213255e-17
2,1,2.19945079990919e-17
3,1,2.95668252048464e-17
1,1,9.89358741967614e-18
2,1,2.78405395388995e-17
3,1,2.78646463488482e-17
1,1,2.20661782801359e-17
2,1,3.87494557702918e-17
3,1,4.05694883157715e-17
1,1,2.54071910307955e-17
2,1,8.08044917396432e-18
3,1,2.65289653043372e-17
1,1,4.63727278411725e-17
2,1,5.16558091469941e-18
3,1,6.0503652253333e-18
1,1,7.26826141665497e-17
2,1,2.59492678801459e-17
3,1,3.40686860936172e-17
1,1,3.82819997879841e-18
2,1,6.82354229829035e-17
3,1,8.46158777473267e-17
1,1,4.47523412709712e-17
2,1,4.58408048663665e-18
3,1,8.03072563549877e-18
1,1,5.58962787751374e-18
2,1,4.20138222774793e-17
3,1,8.7007128193785e-17
1,1,6.62433670735443e-17
2,1,3.91250125832647e-17
3,1,8.57585683228178e-17
1,1,2.50879459242216e-17
2,1,3.25542283411542e-17
3,1,5.02210258697719e-17
1,1,5.94965409185243e-17
2,1,2.00707267768521e-17
3,1,2.46390149372049e-17
1,1,4.0097236354022e-17
2,0.999999999999998,1.78716659205534e-16
3,0.999999999999998,1.86529511322392e-16
1,1,3.19922200808068e-17
2,1,9.72277783053456e-18
3,1,1.15906420570115e-17
1,1,2.03201913836452e-17
2,1,2.80037245718682e-17
3,1,9.48502737025879e-17
1,1,9.34052055756845e-18
2,1,6.17841149716618e-17
3,1,1.76847045774367e-16
1,1,5.08465711435531e-17
2,1,5.84498369376818e-18
3,1,6.0239142714151e-18
1,1,5.79262142397561e-17
2,1,1.93666768450981e-17
3,1,2.1586882880023e-17
1,1,2.74769663597274e-17
2,1,2.36944471371954e-17
3,1,4.87312287409857e-17
1,1,6.53654087957436e-17
2,1,7.14043090537036e-17
3,1,1.31687628952949e-16
1,1,1.98289677720197e-17
2,1,6.45382055956477e-18
3,1,1.28314059387494e-17
1,1,1.81085980457158e-17
2,1,7.71080376549364e-18
3,1,7.71628417911885e-18
1,1,5.45612939489154e-18
2,1,2.51999355434252e-17
3,1,2.62650393265919e-17
1,1,8.32725794297239e-17
2,1,8.19539636482328e-18
3,1,1.33325064951051e-17
1,1,4.42985495468102e-17
2,1,2.45519780382713e-17
3,1,2.46355833054481e-17
1,1,8.80811291748083e-18
2,1,8.30170314957747e-18
3,1,9.79112616664181e-18
1,1,3.79965671068401e-17
2,1,5.48034434219621e-17
3,1,8.72272444433074e-17
1,1,4.78653052956253e-17
2,1,2.59738667004742e-17
3,1,2.57282115721425e-17
1,1,8.01649143116589e-17
2,1,3.01745275489841e-17
3,1,3.00955172267906e-17
1,1,1.69362271382542e-17
2,1,4.42398772205339e-17
3,1,1.04337475648861e-16
1,1,2.22562685652176e-17
2,1,1.48631701002202e-17
3,1,1.55579984792014e-17
1,1,6.77450891892325e-18
2,1,1.83518068360575e-17
3,1,2.28183090159968e-17
1,1,1.13913857790865e-17
2,1,1.41142519096974e-17
3,1,2.26853999388285e-17
1,1,2.44966866571164e-17
2,1,2.64271560105419e-17
3,1,2.90008434300125e-17
1,1,1.11955770815644e-17
2,1,6.17338537251999e-17
3,1,7.82061874966657e-17
1,1,7.05768949069318e-17
2,1,4.29750178499766e-17
3,1,6.28350456909482e-17
1,1,3.69023254393817e-17
2,1,7.00575785844353e-17
3,1,6.98738740990412e-17
1,1,3.05999913024515e-17
2,1,5.21359299141501e-17
3,1,7.33233176151909e-17
1,1,4.20094882597319e-17
2,1,2.05294745086671e-17
3,1,2.54732969916734e-17
1,1,2.3247288766445e-17
2,1,8.75491790755617e-18
3,1,1.14741682144778e-17
1,1,8.59245213691294e-18
2,1,1.30957653159981e-17
3,1,1.6286625740169e-17
1,1,2.71345459359782e-17
2,1,7.53741543118431e-18
3,1,9.07621041771615e-18
1,1,2.30371454994425e-17
2,1,4.87251063445397e-17
3,1,1.06567969140988e-16
1,1,7.87566857949884e-18
2,1,3.38598581925117e-17
3,1,6.4225821055146e-17
1,1,4.99526163161173e-17
2,1,1.03906200336566e-17
3,1,2.7467249310691e-17
1,1,1.17124603603208e-17
2,1,1.00931922624801e-17
3,1,2.78560872854207e-17
1,1,2.92113817860232e-17
2,1,8.56209076213863e-18
3,1,1.51672603105484e-17
1,1,4.26080878225879e-17
2,1,1.78463950173647e-17
3,1,2.78246367183167e-17
1,1,1.6308170122712e-18
2,1,1.063606947672e-17
3,1,2.18336449687538e-17
1,1,8.02124359001631e-18
2,1,2.72122145513293e-17
3,1,3.80124660607069e-17
1,1,2.13277957438186e-17
2,1,2.78062939722509e-17
3,1,7.66604576993087e-17
1,1,2.16677647702699e-17
2,1,3.64095094254484e-17
3,1,5.16843102968078e-17
1,1,3.15408167836276e-18
2,1,4.84678214555664e-17
3,1,1.02147653762185e-16
1,1,9.16767205771083e-17
2,1,8.1954038224071e-17
3,1,1.09080235120877e-16
1,1,2.49753484164536e-17
2,1,7.40267167524842e-17
3,1,7.8201637266671e-17
1,1,3.62801588813911e-17
2,1,6.601574730203e-17
3,1,8.02233378365298e-17
1,1,3.5571339763594e-17
2,1,4.84369603326323e-18
3,1,5.22878829829916e-18
1,1,4.84291714979371e-17
2,1,2.22195597970038e-17
3,1,2.46951830290971e-17
1,1,7.5206376761615e-17
2,1,1.2764354218964e-17
3,1,1.38038444278948e-17
1,1,2.36845847165969e-17
2,1,4.86297043756601e-17
3,1,1.09141082431913e-16
1,1,3.55229954924678e-17
2,1,4.82866454956023e-17
3,1,4.96110424923779e-17
1,1,5.35338991449041e-17
2,1,2.22206550561602e-17
3,1,3.16627347253314e-17
1,1,6.40613340709536e-17
2,1,1.50016172656594e-17
3,1,2.74189259429878e-17
1,1,3.03473045868187e-17
2,1,1.67634025358786e-17
3,1,1.67731621742632e-17
1,1,5.93109126104696e-18
2,1,4.50794864633537e-17
3,1,5.6885471001471e-17
1,1,4.09906689966329e-17
2,1,1.50772390834331e-17
3,1,2.89510782214927e-17
1,1,1.04543049937523e-17
2,1,7.01815168954008e-17
3,1,7.6409822776634e-17
1,1,6.10288398563469e-17
2,1,4.12746111507476e-17
3,1,8.65996971063943e-17
1,1,1.93233078893406e-17
2,1,5.62738043992636e-18
3,1,6.83511276413912e-18
1,1,1.42735327080193e-17
2,1,2.52490759719213e-17
3,1,6.07472827514103e-17
1,1,6.4603777647345e-17
2,1,3.22528916476396e-17
3,1,3.66541802388408e-17
1,1,7.9572425520712e-18
2,1,7.63555792844344e-17
3,1,8.49439746516592e-17
1,1,2.72102715869035e-17
2,1,4.3866473918939e-17
3,1,7.76192659260145e-17
1,1,4.68975290188807e-17
2,1,6.18762675804184e-17
3,1,9.01569817776724e-17
1,1,1.25926136960713e-17
2,1,5.53384212548559e-18
3,1,8.33386903698387e-18
1,1,8.10650836582193e-18
2,1,5.19372274102101e-17
3,1,1.33776872341829e-16
1,1,2.59143426224432e-17
2,1,9.09057461008238e-17
3,1,9.09611568316996e-17
1,1,2.17230005264066e-17
2,1,4.36364015724542e-17
3,1,4.34356038565213e-17
1,1,2.49695027927158e-17
2,1,4.33336558317684e-17
3,1,4.50136847854081e-17
1,1,4.96070598931458e-17
2,1,2.77718532141953e-17
3,1,4.07905303511752e-17
1,1,3.3493487002332e-17
2,1,2.34661378797436e-17
3,1,4.66084898796175e-17
1,1,4.80306163510592e-17
2,1,6.19917057805713e-18
3,1,6.90360042133507e-18
1,1,2.49991486319412e-17
2,1,1.4208261062427e-17
3,1,1.40057433096792e-17
1,1,2.4016693343084e-17
2,1,7.4597975838633e-17
3,1,7.97406410993268e-17
1,1,6.79397096858577e-17
2,1,5.83436990714455e-17
3,1,1.19797473761684e-16
1,1,2.98295152608849e-17
2,1,4.42225791946791e-17
3,1,1.5742424529828e-16
1,1,1.92569082888053e-17
2,1,6.31074806124367e-18
3,1,9.90150575119638e-18
1,1,2.10938129844528e-17
2,1,3.6920728084625e-17
3,1,4.66763648129187e-17
1,1,1.31316213227744e-17
2,1,4.40988552210108e-17
3,1,1.40152740554958e-16
1,1,1.6804052961082e-17
2,1,1.62439720564212e-17
3,1,1.63939663571509e-17
1,1,3.56771323428656e-17
2,1,2.2686540108877e-17
3,1,2.31197858054697e-17
1,1,2.01995579035365e-17
2,1,4.10293864206735e-17
3,1,4.27186487740344e-17
1,1,4.62601859429469e-17
2,1,1.04806943018918e-17
3,1,1.58336163080224e-17
1,1,2.18573406837837e-17
2,1,5.14902590394766e-17
3,1,7.81560594927107e-17
1,1,8.7471072064206e-18
2,1,1.19355718938267e-17
