model,estimate,std_error
1,1,2.36406289772398e-17
2,1,6.36014254334628e-18
3,1,6.43045043887766e-18
1,1,8.18482395263406e-18
2,1,2.27340197922027e-17
3,1,2.35999020190165e-17
1,1,4.53164702126537e-17
2,1,2.50294400603662e-17
3,1,4.83137000322798e-17
1,1,4.66444179112979e-17
2,1,4.85535337883765e-17
3,1,8.05124944226574e-17
1,1,2.17703766371059e-17
2,1,2.44534904136763e-17
3,1,3.11224442514547e-17
1,1,8.78659410294548e-17
2,1,4.36262451998672e-17
3,1,4.32110443495371e-17
1,1,4.50823264085844e-17
2,1,6.06779642670383e-18
3,1,8.72573450509342e-18
1,1,5.96271725383069e-17
2,1,2.48195332349116e-17
3,1,3.21601296271272e-17
1,1,5.99167498260171e-17
2,1,4.60149075464398e-18
3,1,5.93624517995025e-18
1,1,5.4874688289334e-17
2,1,5.21214406218474e-17
3,1,1.24884822555588e-16
1,1,3.57976765529351e-17
2,1,8.63872037588708e-18
3,1,2.614920021725e-17
1,1,2.42474669467608e-17
2,1,1.75052250668323e-17
3,1,2.18544690379129e-17
1,1,4.08556721265347e-18
2,1,4.325684946003e-17
3,1,9.77381583927101e-17
1,1,5.79122293413177e-18
2,1,1.94851652881862e-17
3,1,2.36468954806771e-17
1,1,8.63710719393975e-17
2,1,2.25191507766141e-17
3,1,2.30181064807441e-17
1,1,4.11862726067864e-17
2,1,8.40618872404583e-17
3,1,8.38434361773926e-17
1,1,1.14863962135014e-16
2,1,3.8598563661099e-17
3,1,4.61034109233968e-17
1,1,4.43505830564067e-17
2,1,5.55672036928457e-17
3,1,7.16545735508275e-17
1,1,7.75554583475035e-17
2,1,7.77049456848944e-17
3,1,1.17529577500498e-16
1,1,3.16483262736497e-18
2,1,3.25561488964152e-17
3,1,6.04800552345308e-17
1,1,2.2288261691122e-17
2,1,5.95342233365485e-18
3,1,6.03685319617088e-18
1,1,4.42186986332117e-17
2,1,2.62739865141213e-17
3,1,3.61284857420352e-17
1,1,4.39121161409012e-17
2,1,2.30963137615552e-17
3,1,3.46933548880929e-17
1,1,2.07400545976768e-17
2,1,5.82624151241591e-17
3,1,7.53107804460557e-17
1,1,7.03213738305919e-17
2,1,1.41849226085533e-17
3,1,2.78989461694142e-17
1,1,4.32307964611673e-17
2,1,2.68712871263238e-17
3,1,5.17023354321822e-17
1,1,1.70512054856005e-17
2,1,7.39078592854343e-17
3,1,9.20211967744321e-17
1,1,1.98866734335924e-17
2,1,1.9232483240863e-17
3,1,2.31700011181047e-17
1,1,7.2376292473336e-18
2,1,1.12139060909141e-17
3,1,1.54767558388042e-17
1,1,4.78883875119801e-18
2,1,5.85461474137191e-17
3,1,1.30139854443615e-16
1,1,8.13932743735085e-18
2,1,4.50316743850722e-17
3,1,4.61215206601944e-17
1,1,3.31765945516948e-17
2,1,6.10365773521246e-17
3,1,1.18310372479288e-16
1,1,2.35368853504446e-17
2,1,8.7130448584935e-18
3,1,9.11865226773719e-18
1,1,2.19243397695657e-17
2,1,4.38077446074316e-17
3,1,5.08559947049097e-17
1,1,2.36390107273722e-17
2,1,4.50529446672658e-17
3,1,5.37307029466395e-17
1,1,2.44962037292255e-17
2,1,8.87775466314507e-19
3,1,9.2343316535235e-19
1,1,2.16219314527498e-17
2,1,2.2516963291499e-17
3,1,2.48804970634372e-17
1,1,5.04976752510221e-17
2,1,2.83166005264485e-17
3,1,6.32449466736526e-17
1,1,5.24534349530027e-17
2,1,7.86001358975197e-17
3,1,1.40428049074644e-16
1,1,1.26512727369026e-17
2,1,1.93846052456467e-17
3,1,2.66738148790406e-17
1,1,2.72685451748168e-17
2,1,7.11296765878533e-18
3,1,2.37311230757479e-17
1,1,4.38271539232915e-18
2,1,2.12369885196729e-17
3,1,2.52425280241633e-17
1,1,2.62339425409599e-17
2,1,7.83216780005406e-17
3,1,1.3317999887614e-16
1,1,1.03054495201728e-17
2,1,2.75862492485251e-17
3,1,3.96782626802147e-17
1,1,6.74375187539044e-17
2,1,6.14001610537268e-18
3,1,6.77276107438205e-18
1,1,1.07976976179772e-17
2,1,5.76076308435667e-17
3,1,5.8329834849377e-17
1,1,4.32199281018714e-17
2,1,4.82834849071451e-17
3,1,5.86454053763791e-17
1,1,2.13995116284201e-17
2,1,2.65971704191756e-17
3,1,4.24312943636609e-17
1,1,2.03702604397197e-17
2,1,2.45083885534927e-17
3,1,6.20109878930927e-17
1,1,5.61796464952704e-17
2,1,5.54463474238493e-17
3,1,8.64936260497318e-17
1,1,1.93426845060155e-17
2,1,3.38364080056346e-17
3,1,4.83782541733697e-17
1,1,7.14952406372847e-17
2,1,2.60612416066772e-17
3,1,2.57269997595509e-17
1,1,3.21044366480637e-17
2,1,1.9659247671199e-17
3,1,2.81449635461339e-17
1,1,3.24264353211311e-17
2,1,1.53116420594327e-17
3,1,3.71608032858166e-17
1,1,2.13775550528351e-17
2,1,4.90134991727513e-17
3,1,4.98677311679913e-17
1,1,2.11336772637508e-17
2,1,4.40932713505979e-17
3,1,1.56962142373802e-16
1,1,3.67448119275412e-17
2,1,4.810672400447e-17
3,1,1.06595780378679e-16
1,1,7.61261453441671e-18
2,1,7.38735508794093e-18
3,1,7.34022267731187e-18
1,1,4.77186058787109e-17
2,1,1.25144323374727e-17
3,1,1.18957210915396e-17
1,1,6.01865161144207e-17
2,1,4.92701453527623e-17
3,1,8.5829752437886e-17
1,1,1.12671916199217e-17
2,1,1.49886540667649e-17
3,1,2.09763769413919e-17
1,1,5.48443058817071e-17
2,1,7.49933491562494e-17
3,1,1.39543034966448e-16
1,1,1.74240685175766e-18
2,1,4.57545672006091e-17
3,1,5.1286993212676e-17
1,1,1.8304882577786e-17
2,1,4.1011064361686e-17
3,1,4.13804901340936e-17
1,1,8.40060825757278e-18
2,1,1.74575557051989e-17
3,1,1.76907422174502e-17
1,1,4.93688607344675e-18
2,1,3.61501945963321e-17
3,1,4.66369901192287e-17
1,1,2.30782124784779e-17
2,1,2.50232151709519e-17
3,1,3.01738904637013e-17
1,1,2.19750051840917e-17
2,1,1.64079935422012e-17
3,1,2.02850049716165e-17
1,1,7.82955367724262e-17
2,1,1.30658048359945e-17
3,1,1.34684901668847e-17
1,1,1.13142231409741e-17
2,1,7.46409467840772e-17
3,1,7.72571660926762e-17
1,1,3.43500408848648e-17
2,1,3.60544404031365e-17
3,1,7.26819225990737e-17
1,1,2.46290575717698e-17
2,1,9.36008150369316e-18
3,1,9.84384832917276e-18
1,1,1.33560696480088e-17
2,1,1.97617250320384e-17
3,1,2.77653660752156e-17
1,1,7.83622872391486e-17
2,1,1.54166415576933e-17
3,1,2.09653413719123e-17
1,1,1.9234854060359e-17
2,1,1.63395457364232e-17
3,1,4.00390175445351e-17
1,1,2.93186831498472e-17
2,1,4.96304271819742e-17
3,1,4.94522112571712e-17
1,1,3.79164645573997e-17
2,1,7.42769156607788e-18
3,1,1.38043616119489e-17
1,1,5.35361595197511e-17
2,1,1.55571451034483e-17
3,1,1.56326281174757e-17
1,1,1.08456310265237e-17
2,1,5.98834249745731e-17
3,1,7.90090310589402e-17
1,1,2.49340237937301e-17
2,1,6.9647505901853e-17
3,1,6.97190029517608e-17
1,1,6.2912894890685e-17
2,1,6.74641821615425e-18
3,1,7.24481300857605e-18
1,1,4.48947083707432e-17
2,1,3.65999343856743e-17
3,1,7.68194055226635e-17
1,1,5.13019403849822e-17
2,1,3.65957149583323e-17
3,1,3.80411155014972e-17
1,1,4.87551651784277e-17
2,1,7.55714892806725e-17
3,1,7.77021215511901e-17
1,1,4.16653548388423e-17
2,1,2.09894466238901e-17
3,1,2.94902165164112e-17
1,1,4.70398309462301e-17
2,1,2.1359964228417e-17
3,1,2.55728882007472e-17
1,1,2.54063681029683e-17
2,1,6.66940849767709e-18
3,1,1.23430005515162e-17
1,1,9.3477174571595e-18
2,1,5.87181071805243e-17
3,1,8.65636256544995e-17
1,1,2.86172340631272e-17
2,1,2.53985670788769e-17
3,1,2.55733882494926e-17
1,1,5.80150751128221e-17
2,1,1.86934427279135e-17
3,1,2.06177795074149e-17
1,1,4.31525822428008e-17
2,1,8.64065998411633e-17
3,1,9.61007221649718e-17
1,1,8.13286196552775e-17
2,1,4.54059904862665e-17
3,1,5.61469509145407e-17
1,1,3.16916847536005e-17
2,1,9.51724718290089e-18
3,1,9.59831270705858e-18
1,1,3.73088067558079e-17
2,1,4.12181980543569e-17
3,1,5.7259479313587e-17
1,1,5.27110119987535e-18
2,1,2.77889979040554e-17
3,1,3.08218159655869e-17
1,1,1.71152247276205e-17
2,1,6.85646522124113e-17
3,1,2.19222155111215e-16
1,1,2.85170840949788e-17
2,1,7.27753938911551e-17
3,1,7.80908184307921e-17
1,1,1.11888681671166e-17
2,1,1.91126915298371e-17
3,1,3.32380663720819e-17
1,1,2.47339862813551e-17
2,1,4.44777857445591e-17
3,1,1.08548422571387e-16
1,1,2.34757922855036e-17
2,1,5.92605707552561e-17
3,1,8.52257331681089e-17
1,1,6.97437969311023e-18
2,1,3.87938922611932e-17
3,1,1.47116592769831e-16
1,1,4.55578170197912e-17
2,1,2.42595824448798e-17
3,1,6.32577941071145e-17
1,1,4.19037076455933e-17
2,1,8.37543276877551e-17
3,1,1.02831965978162e-16
1,1,1.49322739579354e-17
2,1,3.29808696555312e-17
3,1,5.29629157226272e-17
1,1,3.34452117775164e-17
2,1,2.15231706336937e-17
3,1,2.19350381151138e-17
1,1,1.30321209819972e-17
2,1,1.36980049644635e-16
3,0.999999999999999,2.023965503491e-16
1,1,5.36458691315751e-17
2,1,6.67011175302696e-17
3,1,7.64826609569689e-17
1,1,9.00400359766438e-17
2,1,9.22453789309413e-18
3,1,9.56250129680347e-18
1,1,9.81954673381597e-18
2,1,8.99579648900847e-17
3,1,2.71313317574927e-16
1,1,3.01775627607144e-17
2,1,2.48159089066809e-17
3,1,2.48017612590324e-17
1,1,4.72811761551727e-17
2,1,1.31906092334406e-17
3,1,2.89888093655439e-17
1,1,1.23412808050673e-16
2,1,7.93838047539648e-17
3,1,8.25692610097662e-17
1,1,2.1601647115032e-17
2,1,3.66258796323677e-17
3,1,1.60827938775189e-16
1,1,3.39928317958466e-17
2,1,7.59451105050853e-17
3,1,1.32906549583695e-16
1,1,3.84775342188821e-17
2,1,2.33520880202465e-17
3,1,2.39846382637743e-17
1,1,1.12839917828501e-17
2,1,2.43274142256967e-17
3,1,5.44010816267369e-17
1,1,2.79138977067932e-17
2,1,4.54342964867726e-17
3,1,6.65015889530288e-17
1,1,7.24391931651369e-18
2,1,3.25759347320729e-17
3,1,3.89182738070653e-17
1,1,1.20479954914631e-17
2,1,6.63695411247803e-17
3,1,9.43926918764098e-17
1,1,1.22200364144644e-17
2,1,4.58889097298568e-17
3,1,9.01924164513412e-17
1,1,8.70777429083701e-17
2,1,2.49500731070661e-17
3,1,3.43008431188099e-17
1,1,1.99568460952926e-17
2,1,6.97044550385325e-17
3,1,1.3761379855672e-16
1,1,7.32459897058839e-17
2,1,1.2051832338163e-17
3,1,2.08306426995567e-17
1,1,1.69742609965028e-17
2,1,6.13958260094638e-17
3,1,1.93406843145105e-16
1,1,1.74030469558792e-17
2,1,1.85056288243499e-17
3,1,3.53379938177849e-17
1,1,1.39975829973261e-17
2,1,2.20131576781847e-17
3,1,2.27422961419907e-17
1,1,3.07578890972253e-17
2,1,2.43829508817179e-17
3,1,5.36344017265221e-17
1,1,6.02801250017496e-17
2,1,2.21238072630147e-17
3,1,2.23251671211624e-17
1,1,9.10469083162647e-18
2,1,4.49443046147427e-17
3,1,4.55370303319556e-17
1,1,2.51046771065449e-17
2,1,3.98943543845217e-17
3,1,4.84219128780771e-17
1,1,2.32987217180985e-17
2,1,1.58895763986786e-17
3,1,2.1909426503013e-17
1,1,2.42379024754941e-17
2,1,1.9143160274731e-17
3,1,1.96709818854234e-17
1,1,1.33799006889898e-17
2,1,7.68299713896301e-17
3,1,9.74076595313662e-17
1,1,2.16094126437672e-17
2,1,5.1745136266318e-18
3,1,5.24727643639903e-18
1,1,3.01800897261004e-17
2,1,3.85689904157399e-17
3,1,5.03826200654421e-17
1,1,1.84253219635593e-17
2,1,3.88584137354076e-17
3,1,5.11575032493471e-17
1,1,1.93921740913472e-17
2,1,2.08579903316041e-17
3,1,2.6139634932733e-17
1,1,1.18037933395504e-17
2,1,6.43029532083168e-17
3,1,6.50723657601285e-17
1,1,3.58726353681515e-17
2,1,5.05899280308082e-18
3,1,5.5526699462627e-18
1,1,2.72196642235387e-17
2,1,6.1529486123338e-18
3,1,7.33264795403698e-18
1,1,6.92882992361859e-18
2,1,4.63143926456746e-17
3,1,4.75565832765639e-17
1,1,4.52926757070637e-17
2,1,3.73277567480089e-17
3,1,3.76609148520645e-17
1,1,3.02483824919999e-17
2,1,4.6646808977654e-17
3,1,6.61553984417362e-17
1,1,9.84183039685985e-18
2,1,1.72993746762939e-17
3,1,2.18007377287054e-17
1,1,1.92198563606038e-17
2,1,3.81762822131114e-17
3,1,8.75688874455375e-17
1,1,1.55329799234652e-17
2,1,5.91571502116747e-18
3,1,6.84937524118779e-18
1,1,2.30461512233642e-17
2,1,2.72539745213073e-17
3,1,8.96779303470548e-17
1,1,9.76979184554635e-18
2,1,4.51229767019815e-18
3,1,5.06288403343396e-18
1,1,4.47042229815755e-17
2,1,4.36831895402145e-17
3,1,7.61774907786324e-17
1,1,2.43410537196358e-17
2,1,1.14230120550154e-17
3,1,1.73773107413333e-17
1,1,4.07987173848376e-17
2,1,1.76114254053317e-17
3,1,1.79844341285799e-17
1,1,4.50592576117772e-17
2,1,5.78051890687515e-17
3,1,8.27399649979077e-17
1,1,7.5772069027078e-18
2,1,2.45309690773659e-17
3,1,2.65577032087299e-17
1,1,5.14932286663414e-17
2,1,2.15924702750014e-17
3,1,2.60047166016132e-17
1,1,5.72730052004256e-17
2,1,1.1616972612571e-17
3,1,1.31138148184573e-17
1,1,2.26549153927749e-17
2,1,4.22155600647386e-17
3,1,1.1135849470874e-16
1,1,3.70386721963341e-17
2,1,2.2969207304507e-17
3,1,2.91355836183483e-17
1,1,4.63562860139534e-17
2,1,1.99382574275215e-17
3,1,3.24942482665229e-17
1,1,4.45519386692702e-17
2,1,1.04473286203263e-17
3,1,1.83039110461025e-17
1,1,3.6257150736325e-17
2,1,5.64435115958404e-18
3,1,5.80014341153407e-18
1,1,4.20154511555746e-17
2,1,4.91416974774883e-18
3,1,9.12905226729145e-18
1,1,7.51789249688325e-17
2,1,8.61873099154967e-18
3,1,8.72470373645355e-18
1,1,7.45569337256124e-18
2,1,5.7151091248652e-18
3,1,6.05868763028827e-18
1,1,4.74795883698598e-17
2,1,5.50506186053626e-17
3,1,5.63820089446934e-17
1,1,7.58658836158116e-17
2,1,9.08073818696054e-18
3,1,1.28621761027252e-17
1,1,5.19951138164012e-18
2,1,6.75252120304729e-17
3,1,7.61554632260136e-17
1,1,2.18305674110857e-17
2,1,1.85107608597178e-17
3,1,5.14623085087493e-17
1,1,2.32463734959073e-17
2,1,3.12925264041494e-17
3,1,4.74634962586879e-17
1,1,2.30974268381839e-17
2,1,9.78403150718498e-17
3,1,1.53176629366631e-16
1,1,1.3765615683366e-17
2,1,1.70544960034702e-17
3,1,3.54940685711991e-17
1,1,1.53361857777929e-17
2,1,3.90612179907157e-17
3,1,3.8856363598423e-17
1,1,7.50442382263817e-17
2,1,4.10663695307181e-17
3,1,6.90790844754362e-17
1,1,3.88823966752201e-17
2,1,3.35350369405661e-17
3,1,6.91892830135535e-17
1,1,2.24452950908656e-17
2,1,4.16045786972302e-17
3,1,1.14025391693816e-16
1,1,3.4152753273414e-17
2,1,1.93227753976097e-17
3,1,2.70540583671175e-17
1,1,2.33058871047224e-17
2,1,2.7415087357288e-17
3,1,3.01740541210825e-17
1,1,2.72599542524174e-17
2,1,5.03665207096381e-17
3,1,7.16757363971721e-17
1,1,3.79535299856485e-17
2,1,4.46249250724266e-17
3,1,8.09105862863388e-17
1,1,1.67873078600964e-17
2,1,1.987535298852e-17
3,1,2.6482840620759e-17
1,1,1.00716370092112e-17
2,1,1.73855254246735e-17
3,1,2.9671674119089e-17
1,1,9.32886290292162e-17
2,1,2.94912232262978e-17
3,1,2.98825539401496e-17
1,1,9.95076528604939e-18
2,1,1.65332913827445e-17
3,1,3.36127815335283e-17
1,1,2.11529877260725e-17
2,1,4.16685200762984e-17
3,1,5.48981248717213e-17
1,1,1.16157981085969e-17
2,1,5.25125166876289e-17
3,1,1.45065568110868e-16
1,1,5.68744043172436e-17
2,1,1.79673361812294e-17
3,1,2.83578735716537e-17
1,1,2.15529616579601e-17
2,1,3.24103022341552e-17
3,1,6.23420601448795e-17
1,1,7.50337237368955e-17
2,1,6.73711014942403e-18
3,1,6.79384516006458e-18
1,1,4.92635518744698e-18
2,1,2.45466622874524e-17
3,1,3.54443578713607e-17
1,1,4.1404684309235e-18
2,1,4.72603025890539e-17
3,1,9.20592593666426e-17
1,1,6.13883163130636e-17
2,1,5.88606925308313e-17
3,1,1.51665331396098e-16
1,1,5.67071730054793e-17
2,1,4.20254073592376e-17
3,1,4.32338405348345e-17
1,1,2.07670865062132e-17
2,1,1.39054158563571e-17
3,1,1.73852381010195e-17
1,1,1.70377917871176e-17
2,1,1.03207500221526e-17
3,1,1.27711228821951e-17
1,1,1.9889373838967e-17
2,1,1.92565828182289e-17
3,1,3.58931171553708e-17
1,1,2.00304438212752e-17
2,1,1.19715221694038e-17
3,1,2.04721951358249e-17
1,1,1.76428128118378e-17
2,1,2.38881706774041e-17
3,1,3.04899551120017e-17
1,1,2.09270135601704e-17
2,1,6.03695174776803e-17
3,1,6.64293563332054e-17
1,1,1.61293868407744e-17
2,1,9.9883397602393e-18
3,1,1.02305826190908e-17
1,1,1.92885804254046e-17
2,1,6.36011255298744e-18
3,1,8.7558817891803e-18
1,1,1.73239372433098e-17
2,1,3.41703311060843e-17
3,1,5.09795276242853e-17
1,1,3.45330753980452e-17
2,1,5.98008569082955e-17
3,1,1.95905932758799e-16
1,1,4.64725285177138e-17
2,1,6.98732082019276e-17
3,1,3.35564833209114e-16
1,1,1.23791651570658e-17
2,1,4.46216934933889e-18
3,1,5.35520535399084e-18
1,1,1.55594503673899e-16
2,1,3.68317870327307e-17
3,1,4.63500967581327e-17
1,1,9.44840106536837e-17
2,1,1.28606338809456e-17
3,1,1.390968260099e-17
1,1,2.76496507549116e-17
2,1,8.43937013613973e-17
3,1,1.07501509437356e-16
1,1,1.36459814129575e-17
2,1,2.60353751632486e-17
3,1,2.59467617418348e-17
1,1,4.45978486873544e-17
2,1,2.40202853999208e-17
3,1,4.84597253403908e-17
1,1,1.31529145275991e-17
2,1,3.01769003319306e-17
3,1,7.90484931218592e-17
1,1,1.18627151866574e-17
2,1,1.24177514203711e-17
3,1,2.42570173229316e-17
1,1,2.39691410258336e-17
2,1,5.84380735181435e-17
3,1,1.12428058346249e-16
1,1,4.3994127443453e-17
2,1,4.04388051680894e-17
3,1,8.747229037573e-17
1,1,2.70734393799701e-17
2,1,1.27743630665977e-17
3,1,1.8434312666319e-17
1,1,2.95001962654679e-17
2,1,2.33846757504256e-17
3,1,3.91957225625838e-17
1,1,7.57400801675324e-18
2,1,4.4189009812992e-17
3,1,4.82732855903432e-17
1,1,6.03386533970201e-18
2,1,2.72542009935478e-17
3,1,2.81192053984351e-17
1,1,2.32840232172705e-17
2,1,6.13732150772596e-17
3,1,6.07985263501278e-17
1,1,2.03770626561275e-17
2,1,2.71767409105121e-17
3,1,4.74825227757487e-17
1,1,3.86427474802419e-17
2,1,1.93472643040126e-17
3,1,1.9504337700003e-17
1,1,1.05077410684106e-17
2,1,8.61714929755704e-18
3,1,1.07612659486795e-17
1,1,7.38381204725931e-17
2,1,2.13167721301731e-17
3,1,2.09351330403143e-17
1,1,2.15130078651622e-17
2,1,3.3620692839999e-17
3,1,1.06249333877455e-16
1,1,1.6714775845099e-17
2,1,4.49578970431495e-18
3,1,4.6849192482796e-18
1,1,5.164754983362e-17
2,1,2.85395873534487e-17
3,1,4.44140159976178e-17
1,1,2.36814947018108e-17
2,1,1.9830978967013e-17
3,1,2.61750923911416e-17
1,1,2.17549792338319e-17
2,1,3.10876586604306e-17
3,1,4.16333971036327e-17
1,1,9.14957500879492e-18
2,1,5.33957798897563e-18
3,1,5.13416063927687e-18
1,1,1.22297337848614e-17
2,1,6.70019823853361e-17
3,1,6.70508591258786e-17
1,1,6.86745917408179e-18
2,1,1.97958189780484e-17
3,1,2.02464150755372e-17
1,1,4.02557702092442e-17
2,1,8.42631757523012e-17
3,1,8.87891186822887e-17
1,1,6.36426309943787e-17
2,1,5.26204138779591e-17
3,1,5.98727103902305e-17
1,1,3.73286440105251e-17
2,1,4.5868129259206e-17
3,1,4.55626449612965e-17
1,1,2.08559701087873e-17
2,1,3.47499640001142e-17
3,1,7.65970629608981e-17
1,1,1.04642064411415e-16
2,1,1.40393964081915e-16
3,1,2.59043151732631e-16
1,1,1.14722117246058e-17
2,1,3.92827669820605e-17
3,1,4.26623475726442e-17
1,1,2.45446274652531e-17
2,1,8.06834397122985e-18
3,1,1.25117511529148e-17
1,1,5.26099990499109e-17
2,1,1.64405346656854e-17
3,1,3.49627811731813e-17
1,1,2.96155200143538e-17
2,1,3.73655588372115e-17
3,1,7.23229305311875e-17
1,1,1.72947943244395e-17
2,1,1.29746255529799e-17
3,1,1.29138428482929e-17
1,1,2.36661869144683e-17
2,1,4.47376114442105e-18
3,1,1.06194667140484e-17
1,1,1.55653487326718e-17
2,1,1.44741705486706e-17
3,1,2.22353229775315e-17
1,1,2.17322055107807e-17
2,1,5.80283512190197e-17
3,1,1.44313517389185e-16
1,1,4.22237873109774e-18
2,1,2.76598934107036e-17
3,1,4.40416054350299e-17
1,1,1.40622290083831e-17
2,1,8.09706850001656e-17
3,1,1.6694474223163e-16
1,1,5.23335248388857e-17
2,1,2.33721462740527e-17
3,1,3.96929340718337e-17
1,1,2.60588688428742e-17
2,1,5.62024407463197e-17
3,1,8.20980545905673e-17
1,1,1.20832793561853e-17
2,1,4.52111218470985e-17
3,1,4.50476124229492e-17
1,1,2.83185722665259e-17
2,1,1.70744664883591e-17
3,1,1.92352813417473e-17
1,1,1.65907062948696e-17
2,1,4.99865622994278e-17
3,1,7.7592031546595e-17
1,1,6.47444800204248e-17
2,1,1.28093717968737e-16
3,1,1.37854984507448e-16
1,1,2.27756536875785e-17
2,1,5.22208309246989e-17
3,1,5.48920494039391e-17
1,1,6.50130501470352e-18
2,1,5.26603299661066e-17
3,1,8.07337019411922e-17
1,1,7.62697422195953e-17
2,1,2.74248828991445e-17
3,1,4.34465321484176e-17
1,1,3.23904745814597e-17
2,1,2.68823704584868e-17
3,1,3.81293213662376e-17
1,1,3.94220108283337e-17
2,1,2.75222004771639e-17
3,1,3.39134723806872e-17
1,1,1.3063039954344e-17
2,1,5.38539647080865e-18
3,1,8.36342528942839e-18
1,1,5.16493992664089e-17
2,1,6.68156372979141e-17
3,1,6.61890659000953e-17
1,1,1.34980457216425e-17
2,1,1.45820647424122e-17
3,1,1.93507671585409e-17
1,1,3.38388017067967e-17
2,1,2.8722470345496e-17
3,1,3.19042389760065e-17
1,1,2.04188570959144e-17
2,1,1.78037953502886e-17
3,1,2.09945873549056e-17
1,1,2.25126677319816e-17
2,1,1.19833769406155e-17
3,1,1.71567047947479e-17
1,1,2.42079632925633e-17
2,1,9.52523011045689e-18
3,1,2.594839242179e-17
1,1,4.87628708920508e-17
2,1,2.30374584319474e-17
3,1,2.34915735169089e-17
1,1,4.53203317067588e-17
2,1,4.77259188543461e-17
3,1,7.38416740473467e-17
1,1,5.69141225594344e-18
2,1,9.78502241090272e-17
3,1,1.61174817027862e-16
1,1,2.77682176245679e-17
2,1,1.27427347255239e-17
3,1,1.61211957708474e-17
1,1,2.15981351155591e-17
2,1,5.74843514739394e-18
3,1,1.32747534231512e-17
1,1,2.35135639968077e-17
2,1,5.84252745765835e-17
3,1,1.32733775018634e-16
1,1,1.55800627192152e-18
2,1,1.16363360983303e-17
3,1,4.27964055677992e-17
1,1,1.96575254411293e-17
2,1,4.49430338799027e-17
3,1,4.53948358233849e-17
1,1,1.24979883800435e-17
2,1,2.5629978254051e-17
3,1,5.03424653744525e-17
1,1,5.91278470463345e-17
2,1,1.1833444435624e-17
3,1,1.2595570840576e-17
1,1,4.38637308609615e-17
2,1,1.32216748305006e-17
3,1,1.79903397990921e-17
1,1,4.70567191251167e-17
2,1,8.3839729112039e-18
3,1,1.12468685150819e-17
1,1,4.00280519544778e-17
2,1,4.29123925743805e-17
3,1,4.85674000180034e-17
1,1,2.42311468345828e-17
2,1,1.83608329625603e-17
3,1,5.72361122120388e-17
1,1,4.94290535227468e-18
2,0.999999999999999,1.39316598187272e-16
3,0.999999999999999,2.46021513716905e-16
1,1,3.88017703370373e-17
2,1,4.8950958451619e-17
3,1,4.88756795334276e-17
1,1,1.2530802773284e-17
2,1,1.49439180047331e-16
3,1,1.84214530362455e-16
1,1,3.00958859740225e-17
2,1,2.43894065926428e-17
3,1,4.302523667972e-17
1,1,1.89223697731658e-17
2,1,2.02074887147626e-17
3,1,2.64834466127354e-17
1,1,2.76113073192592e-17
2,1,6.10703446210398e-18
3,1,2.42123237870989e-17
1,1,1.89840914965756e-17
2,1,3.35726030575071e-17
3,1,3.42923669979845e-17
1,1,2.40869715229162e-17
2,1,2.56620584095351e-17
3,1,3.57448406133558e-17
1,1,4.90829182567638e-17
2,1,6.57224674992959e-17
3,1,1.23097670130209e-16
1,1,5.79712182786605e-18
2,1,7.37476461956791e-17
3,1,1.05045034203986e-16
1,1,9.02588287471127e-17
2,1,4.87150076663458e-17
3,1,5.08956076660238e-17
1,1,2.41312559835102e-17
2,1,1.65812621959722e-17
3,1,4.45290345174008e-17
1,1,9.71712310837914e-18
2,1,6.70878043614924e-17
3,1,7.48410985205693e-17
1,1,4.79711231075303e-17
2,1,3.67159284373061e-17
3,1,5.27112182810384e-17
1,1,3.29489747993116e-17
2,1,4.59341517992319e-17
3,1,1.3454618493017e-16
1,1,4.12350681347219e-17
2,1,3.66991103499856e-17
3,1,3.78548917434632e-17
1,1,1.82150803625898e-18
2,1,1.76268210434775e-17
3,1,2.56064424458315e-17
1,1,6.82939636756795e-17
2,1,4.38656528124874e-17
3,1,5.0565432151883e-17
1,1,1.98804839965642e-17
2,1,2.48158476394813e-17
3,1,4.69354241053816e-17
1,1,6.28650785548421e-17
2,1,1.43372731322664e-17
3,1,2.22208649980558e-17
1,1,2.45497794451856e-17
2,1,1.87967543596552e-17
3,1,2.08052224950823e-17
1,1,5.45100490968332e-17
2,1,1.58490641638235e-17
3,1,3.07556049625414e-17
1,1,3.86296882479394e-17
2,1,4.94495758441893e-17
3,1,1.21497412273844e-16
1,1,1.68963809666707e-17
2,1,1.2320362600305e-17
3,1,1.79392895928239e-17
1,1,2.18435275612225e-17
2,1,2.02586330541426e-17
3,1,5.12884114750325e-17
1,1,1.92795145458518e-17
2,1,7.74695455338242e-18
3,1,9.61051933466437e-18
1,1,6.64111824285053e-17
2,1,4.38092235446649e-17
3,1,4.36670495378525e-17
1,1,1.8996753179815e-17
2,1,3.96845261591418e-17
3,1,5.86575869044908e-17
1,1,7.62692314266559e-18
2,1,2.1745990777253e-17
3,1,3.67549195333582e-17
1,1,5.37593468963848e-17
2,1,1.43701218374909e-17
3,1,1.48042378282683e-17
1,1,7.68106836785339e-17
2,1,2.64376769871889e-17
3,1,3.09300369608686e-17
1,1,9.48946254567799e-18
2,1,8.26360219919545e-18
3,1,8.91726907013931e-18
1,1,1.25019748664943e-17
2,1,2.43097338591794e-17
3,1,3.66413470851915e-17
1,1,2.42896981886299e-17
2,1,1.72631167391867e-17
3,1,1.72255945884148e-17
1,1,3.81380608403451e-17
2,1,2.31362735191581e-17
